"DATE","TIME_M","SYM_ROOT","PRICE"
"2020-01-02","09:44:00.117570","AAPL",297.37
"2020-01-02","09:44:00.170453","AAPL",297.37
"2020-01-02","09:44:00.214744","AAPL",297.37
"2020-01-02","09:44:00.214864","AAPL",297.38
"2020-01-02","09:44:00.222143","AAPL",297.37
"2020-01-02","09:44:00.395122","AAPL",297.37
"2020-01-02","09:44:00.491057","AAPL",297.3798
"2020-01-02","09:44:00.852314","AAPL",297.37
"2020-01-02","09:44:00.909229","AAPL",297.3899
"2020-01-02","09:44:01.150358","AAPL",297.38
"2020-01-02","09:44:01.156231","AAPL",297.37
"2020-01-02","09:44:01.156658","AAPL",297.37
"2020-01-02","09:44:01.157195","AAPL",297.38
"2020-01-02","09:44:01.158730","AAPL",297.38
"2020-01-02","09:44:01.158847","AAPL",297.38
"2020-01-02","09:44:01.160247","AAPL",297.38
"2020-01-02","09:44:01.160388","AAPL",297.38
"2020-01-02","09:44:01.160437","AAPL",297.37
"2020-01-02","09:44:01.160967","AAPL",297.37
"2020-01-02","09:44:01.162629","AAPL",297.37
"2020-01-02","09:44:01.202772","AAPL",297.39
"2020-01-02","09:44:01.206486","AAPL",297.39
"2020-01-02","09:44:01.214758","AAPL",297.39
"2020-01-02","09:44:01.338596","AAPL",297.39
"2020-01-02","09:44:01.360984","AAPL",297.38
"2020-01-02","09:44:01.630849","AAPL",297.39
"2020-01-02","09:44:01.732410","AAPL",297.38
"2020-01-02","09:44:01.732469","AAPL",297.38
"2020-01-02","09:44:01.732830","AAPL",297.38
"2020-01-02","09:44:01.732997","AAPL",297.38
"2020-01-02","09:44:01.745231","AAPL",297.38
"2020-01-02","09:44:01.757961","AAPL",297.383
"2020-01-02","09:44:01.884214","AAPL",297.3866
"2020-01-02","09:44:01.928375","AAPL",297.38
"2020-01-02","09:44:01.929264","AAPL",297.38
"2020-01-02","09:44:01.979888","AAPL",297.38
"2020-01-02","09:44:01.982952","AAPL",297.38
"2020-01-02","09:44:01.983880","AAPL",297.38
"2020-01-02","09:44:01.984057","AAPL",297.38
"2020-01-02","09:44:01.984120","AAPL",297.37
"2020-01-02","09:44:01.984145","AAPL",297.37
"2020-01-02","09:44:01.984156","AAPL",297.37
"2020-01-02","09:44:01.984249","AAPL",297.37
"2020-01-02","09:44:01.984369","AAPL",297.37
"2020-01-02","09:44:01.984445","AAPL",297.37
"2020-01-02","09:44:01.984446","AAPL",297.38
"2020-01-02","09:44:01.984522","AAPL",297.37
"2020-01-02","09:44:01.985008","AAPL",297.38
"2020-01-02","09:44:01.986360","AAPL",297.38
"2020-01-02","09:44:01.999497","AAPL",297.38
"2020-01-02","09:44:02.094451","AAPL",297.35
"2020-01-02","09:44:02.100436","AAPL",297.34
"2020-01-02","09:44:02.101068","AAPL",297.34
"2020-01-02","09:44:02.101101","AAPL",297.34
"2020-01-02","09:44:02.101132","AAPL",297.34
"2020-01-02","09:44:02.102932","AAPL",297.38
"2020-01-02","09:44:02.105465","AAPL",297.35
"2020-01-02","09:44:02.151483","AAPL",297.304
"2020-01-02","09:44:02.200869","AAPL",297.3019
"2020-01-02","09:44:02.241663","AAPL",297.3313
"2020-01-02","09:44:02.259681","AAPL",297.3
"2020-01-02","09:44:02.299375","AAPL",297.3001
"2020-01-02","09:44:02.309217","AAPL",297.34
"2020-01-02","09:44:02.457307","AAPL",297.3299
"2020-01-02","09:44:02.487389","AAPL",297.33
"2020-01-02","09:44:02.497341","AAPL",297.34
"2020-01-02","09:44:02.497343","AAPL",297.34
"2020-01-02","09:44:02.497347","AAPL",297.35
"2020-01-02","09:44:02.497554","AAPL",297.33
"2020-01-02","09:44:02.497562","AAPL",297.33
"2020-01-02","09:44:02.497577","AAPL",297.33
"2020-01-02","09:44:02.497577","AAPL",297.34
"2020-01-02","09:44:02.497658","AAPL",297.35
"2020-01-02","09:44:02.497668","AAPL",297.35
"2020-01-02","09:44:02.498001","AAPL",297.33
"2020-01-02","09:44:02.498936","AAPL",297.35
"2020-01-02","09:44:02.622555","AAPL",297.325
"2020-01-02","09:44:02.650821","AAPL",297.3286
"2020-01-02","09:44:02.929911","AAPL",297.3404
"2020-01-02","09:44:03.266992","AAPL",297.3304
"2020-01-02","09:44:03.409811","AAPL",297.32
"2020-01-02","09:44:03.409814","AAPL",297.32
"2020-01-02","09:44:03.414618","AAPL",297.31
"2020-01-02","09:44:03.414714","AAPL",297.32
"2020-01-02","09:44:03.414717","AAPL",297.31
"2020-01-02","09:44:03.414721","AAPL",297.31
"2020-01-02","09:44:03.468508","AAPL",297.3321
"2020-01-02","09:44:03.667421","AAPL",297.3138
"2020-01-02","09:44:03.671982","AAPL",297.31
"2020-01-02","09:44:03.806073","AAPL",297.3254
"2020-01-02","09:44:03.948796","AAPL",297.3254
"2020-01-02","09:44:03.951447","AAPL",297.3101
"2020-01-02","09:44:04.071216","AAPL",297.3101
"2020-01-02","09:44:04.271919","AAPL",297.3343
"2020-01-02","09:44:04.478350","AAPL",297.31
"2020-01-02","09:44:04.478354","AAPL",297.31
"2020-01-02","09:44:04.495921","AAPL",297.32
"2020-01-02","09:44:04.609460","AAPL",297.32
"2020-01-02","09:44:04.673426","AAPL",297.32
"2020-01-02","09:44:04.783306","AAPL",297.325
"2020-01-02","09:44:04.947989","AAPL",297.3254
"2020-01-02","09:44:05.009768","AAPL",297.32
"2020-01-02","09:44:05.017066","AAPL",297.32
"2020-01-02","09:44:05.398827","AAPL",297.3259
"2020-01-02","09:44:05.490643","AAPL",297.325
"2020-01-02","09:44:05.506351","AAPL",297.32
"2020-01-02","09:44:05.532944","AAPL",297.32
"2020-01-02","09:44:05.533005","AAPL",297.32
"2020-01-02","09:44:05.533050","AAPL",297.32
"2020-01-02","09:44:05.533056","AAPL",297.32
"2020-01-02","09:44:05.533073","AAPL",297.32
"2020-01-02","09:44:05.533173","AAPL",297.31
"2020-01-02","09:44:05.533205","AAPL",297.31
"2020-01-02","09:44:05.533237","AAPL",297.31
"2020-01-02","09:44:05.533258","AAPL",297.31
"2020-01-02","09:44:05.533278","AAPL",297.31
"2020-01-02","09:44:05.533285","AAPL",297.31
"2020-01-02","09:44:05.533290","AAPL",297.31
"2020-01-02","09:44:05.533784","AAPL",297.31
"2020-01-02","09:44:05.533784","AAPL",297.31
"2020-01-02","09:44:05.533785","AAPL",297.31
"2020-01-02","09:44:05.534404","AAPL",297.3
"2020-01-02","09:44:05.534455","AAPL",297.3
"2020-01-02","09:44:05.534455","AAPL",297.3
"2020-01-02","09:44:05.534656","AAPL",297.31
"2020-01-02","09:44:05.534749","AAPL",297.31
"2020-01-02","09:44:05.537829","AAPL",297.3
"2020-01-02","09:44:05.540980","AAPL",297.31
"2020-01-02","09:44:05.545780","AAPL",297.3
"2020-01-02","09:44:05.548904","AAPL",297.29
"2020-01-02","09:44:05.548968","AAPL",297.29
"2020-01-02","09:44:05.549363","AAPL",297.29
"2020-01-02","09:44:05.562320","AAPL",297.2951
"2020-01-02","09:44:05.644995","AAPL",297.31
"2020-01-02","09:44:05.717972","AAPL",297.29
"2020-01-02","09:44:05.881602","AAPL",297.29
"2020-01-02","09:44:05.881661","AAPL",297.29
"2020-01-02","09:44:05.881662","AAPL",297.29
"2020-01-02","09:44:05.882139","AAPL",297.28
"2020-01-02","09:44:05.889701","AAPL",297.26
"2020-01-02","09:44:05.889705","AAPL",297.26
"2020-01-02","09:44:05.894845","AAPL",297.26
"2020-01-02","09:44:05.972798","AAPL",297.25
"2020-01-02","09:44:05.973818","AAPL",297.25
"2020-01-02","09:44:05.981631","AAPL",297.2587
"2020-01-02","09:44:06.019447","AAPL",297.26
"2020-01-02","09:44:06.019916","AAPL",297.244
"2020-01-02","09:44:06.218964","AAPL",297.2546
"2020-01-02","09:44:06.313070","AAPL",297.258
"2020-01-02","09:44:06.369600","AAPL",297.2555
"2020-01-02","09:44:06.496205","AAPL",297.26
"2020-01-02","09:44:06.496207","AAPL",297.26
"2020-01-02","09:44:06.496544","AAPL",297.26
"2020-01-02","09:44:06.496546","AAPL",297.26
"2020-01-02","09:44:06.620213","AAPL",297.24
"2020-01-02","09:44:06.620367","AAPL",297.24
"2020-01-02","09:44:06.667387","AAPL",297.248
"2020-01-02","09:44:06.785480","AAPL",297.245
"2020-01-02","09:44:06.785485","AAPL",297.25
"2020-01-02","09:44:06.785558","AAPL",297.25
"2020-01-02","09:44:06.785562","AAPL",297.25
"2020-01-02","09:44:06.785899","AAPL",297.25
"2020-01-02","09:44:06.799471","AAPL",297.25
"2020-01-02","09:44:06.801525","AAPL",297.25
"2020-01-02","09:44:06.892342","AAPL",297.245
"2020-01-02","09:44:06.916877","AAPL",297.2401
"2020-01-02","09:44:06.921627","AAPL",297.2464
"2020-01-02","09:44:07.052086","AAPL",297.25
"2020-01-02","09:44:07.054988","AAPL",297.24
"2020-01-02","09:44:07.068633","AAPL",297.25
"2020-01-02","09:44:07.069815","AAPL",297.25
"2020-01-02","09:44:07.149651","AAPL",297.322
"2020-01-02","09:44:07.150424","AAPL",297.25
"2020-01-02","09:44:07.150531","AAPL",297.25
"2020-01-02","09:44:07.150616","AAPL",297.25
"2020-01-02","09:44:07.150699","AAPL",297.25
"2020-01-02","09:44:07.151090","AAPL",297.245
"2020-01-02","09:44:07.151409","AAPL",297.25
"2020-01-02","09:44:07.152063","AAPL",297.245
"2020-01-02","09:44:07.170455","AAPL",297.24
"2020-01-02","09:44:07.170829","AAPL",297.24
"2020-01-02","09:44:07.170898","AAPL",297.24
"2020-01-02","09:44:07.171032","AAPL",297.23
"2020-01-02","09:44:07.171299","AAPL",297.24
"2020-01-02","09:44:07.176929","AAPL",297.24
"2020-01-02","09:44:07.270847","AAPL",297.25
"2020-01-02","09:44:07.431671","AAPL",297.236
"2020-01-02","09:44:07.501564","AAPL",297.25
"2020-01-02","09:44:07.501998","AAPL",297.26
"2020-01-02","09:44:07.502216","AAPL",297.26
"2020-01-02","09:44:07.502341","AAPL",297.27
"2020-01-02","09:44:07.510178","AAPL",297.24
"2020-01-02","09:44:07.836608","AAPL",297.2416
"2020-01-02","09:44:07.914638","AAPL",297.2354
"2020-01-02","09:44:08.036084","AAPL",297.2456
"2020-01-02","09:44:08.051051","AAPL",297.27
"2020-01-02","09:44:08.051092","AAPL",297.27
"2020-01-02","09:44:08.156736","AAPL",297.25
"2020-01-02","09:44:08.161271","AAPL",297.25
"2020-01-02","09:44:08.166180","AAPL",297.26
"2020-01-02","09:44:08.246840","AAPL",297.27
"2020-01-02","09:44:08.692960","AAPL",297.26
"2020-01-02","09:44:08.720737","AAPL",297.255
"2020-01-02","09:44:08.826687","AAPL",297.276
"2020-01-02","09:44:09.008750","AAPL",297.2629
"2020-01-02","09:44:09.027457","AAPL",297.26
"2020-01-02","09:44:09.267587","AAPL",297.28
"2020-01-02","09:44:09.273719","AAPL",297.28
"2020-01-02","09:44:09.348726","AAPL",297.24
"2020-01-02","09:44:09.348730","AAPL",297.24
"2020-01-02","09:44:09.348736","AAPL",297.23
"2020-01-02","09:44:09.353988","AAPL",297.23
"2020-01-02","09:44:09.381776","AAPL",297.2504
"2020-01-02","09:44:09.383234","AAPL",297.2375
"2020-01-02","09:44:09.457789","AAPL",297.23
"2020-01-02","09:44:09.490790","AAPL",297.25
"2020-01-02","09:44:09.733199","AAPL",297.2526
"2020-01-02","09:44:09.823553","AAPL",297.23
"2020-01-02","09:44:09.826102","AAPL",297.2454
"2020-01-02","09:44:09.828212","AAPL",297.23
"2020-01-02","09:44:09.828653","AAPL",297.23
"2020-01-02","09:44:09.842476","AAPL",297.21
"2020-01-02","09:44:09.993845","AAPL",297.23
"2020-01-02","09:44:10.041571","AAPL",297.2401
"2020-01-02","09:44:10.253619","AAPL",297.2367
"2020-01-02","09:44:10.412244","AAPL",297.2467
"2020-01-02","09:44:10.622083","AAPL",297.2699
"2020-01-02","09:44:10.781910","AAPL",297.2656
"2020-01-02","09:44:10.898770","AAPL",297.2728
"2020-01-02","09:44:11.168234","AAPL",297.262
"2020-01-02","09:44:11.181429","AAPL",297.269
"2020-01-02","09:44:11.384001","AAPL",297.23
"2020-01-02","09:44:11.384890","AAPL",297.2566
"2020-01-02","09:44:11.387097","AAPL",297.23
"2020-01-02","09:44:11.453292","AAPL",297.2357
"2020-01-02","09:44:11.497067","AAPL",297.23
"2020-01-02","09:44:11.571547","AAPL",297.2499
"2020-01-02","09:44:11.645839","AAPL",297.25
"2020-01-02","09:44:11.708184","AAPL",297.2699
"2020-01-02","09:44:11.766376","AAPL",297.25
"2020-01-02","09:44:11.771555","AAPL",297.25
"2020-01-02","09:44:11.771565","AAPL",297.25
"2020-01-02","09:44:11.772322","AAPL",297.26
"2020-01-02","09:44:11.772327","AAPL",297.28
"2020-01-02","09:44:11.772333","AAPL",297.28
"2020-01-02","09:44:11.807081","AAPL",297.2898
"2020-01-02","09:44:11.827939","AAPL",297.2742
"2020-01-02","09:44:11.864301","AAPL",297.25
"2020-01-02","09:44:12.017473","AAPL",297.254
"2020-01-02","09:44:12.051408","AAPL",297.25
"2020-01-02","09:44:12.081472","AAPL",297.2546
"2020-01-02","09:44:12.126944","AAPL",297.26
"2020-01-02","09:44:12.362877","AAPL",297.26
"2020-01-02","09:44:12.362918","AAPL",297.26
"2020-01-02","09:44:12.424356","AAPL",297.26
"2020-01-02","09:44:12.549254","AAPL",297.25
"2020-01-02","09:44:12.639182","AAPL",297.2804
"2020-01-02","09:44:12.673715","AAPL",297.26
"2020-01-02","09:44:12.673718","AAPL",297.26
"2020-01-02","09:44:12.674005","AAPL",297.26
"2020-01-02","09:44:12.674043","AAPL",297.26
"2020-01-02","09:44:12.741513","AAPL",297.2599
"2020-01-02","09:44:12.855773","AAPL",297.25
"2020-01-02","09:44:12.860995","AAPL",297.25
"2020-01-02","09:44:12.880355","AAPL",297.2461
"2020-01-02","09:44:12.907196","AAPL",297.23
"2020-01-02","09:44:12.979497","AAPL",297.2433
"2020-01-02","09:44:13.100218","AAPL",297.2479
"2020-01-02","09:44:13.248723","AAPL",297.23
"2020-01-02","09:44:13.305652","AAPL",297.2454
"2020-01-02","09:44:13.307272","AAPL",297.2598
"2020-01-02","09:44:14.196667","AAPL",297.24
"2020-01-02","09:44:14.216461","AAPL",297.25
"2020-01-02","09:44:14.284030","AAPL",297.24
"2020-01-02","09:44:14.370813","AAPL",297.26
"2020-01-02","09:44:14.636765","AAPL",297.2514
"2020-01-02","09:44:15.026077","AAPL",297.25
"2020-01-02","09:44:15.516579","AAPL",297.25
"2020-01-02","09:44:15.518101","AAPL",297.25
"2020-01-02","09:44:15.518927","AAPL",297.25
"2020-01-02","09:44:15.556815","AAPL",297.26
"2020-01-02","09:44:15.557356","AAPL",297.26
"2020-01-02","09:44:15.557376","AAPL",297.26
"2020-01-02","09:44:15.557392","AAPL",297.26
"2020-01-02","09:44:15.557396","AAPL",297.26
"2020-01-02","09:44:15.557418","AAPL",297.26
"2020-01-02","09:44:15.557450","AAPL",297.26
"2020-01-02","09:44:15.557470","AAPL",297.26
"2020-01-02","09:44:15.557681","AAPL",297.26
"2020-01-02","09:44:15.558040","AAPL",297.26
"2020-01-02","09:44:15.558157","AAPL",297.26
"2020-01-02","09:44:15.561623","AAPL",297.2558
"2020-01-02","09:44:15.750131","AAPL",297.27
"2020-01-02","09:44:15.750193","AAPL",297.26
"2020-01-02","09:44:15.750237","AAPL",297.27
"2020-01-02","09:44:15.751665","AAPL",297.27
"2020-01-02","09:44:15.751960","AAPL",297.27
"2020-01-02","09:44:15.752078","AAPL",297.27
"2020-01-02","09:44:15.754040","AAPL",297.2615
"2020-01-02","09:44:15.761340","AAPL",297.27
"2020-01-02","09:44:15.766163","AAPL",297.28
"2020-01-02","09:44:15.859926","AAPL",297.26
"2020-01-02","09:44:15.860007","AAPL",297.26
"2020-01-02","09:44:15.915259","AAPL",297.26
"2020-01-02","09:44:15.946439","AAPL",297.26
"2020-01-02","09:44:16.082715","AAPL",297.255
"2020-01-02","09:44:16.096495","AAPL",297.26
"2020-01-02","09:44:16.097074","AAPL",297.25
"2020-01-02","09:44:16.097098","AAPL",297.25
"2020-01-02","09:44:16.097263","AAPL",297.25
"2020-01-02","09:44:16.318992","AAPL",297.2431
"2020-01-02","09:44:16.394733","AAPL",297.25
"2020-01-02","09:44:16.394737","AAPL",297.26
"2020-01-02","09:44:16.394741","AAPL",297.26
"2020-01-02","09:44:16.394808","AAPL",297.26
"2020-01-02","09:44:16.395066","AAPL",297.26
"2020-01-02","09:44:16.395088","AAPL",297.26
"2020-01-02","09:44:17.194259","AAPL",297.25
"2020-01-02","09:44:17.469423","AAPL",297.2565
"2020-01-02","09:44:17.482303","AAPL",297.251
"2020-01-02","09:44:17.753735","AAPL",297.26
"2020-01-02","09:44:17.867187","AAPL",297.2501
"2020-01-02","09:44:18.311855","AAPL",297.26
"2020-01-02","09:44:18.311859","AAPL",297.26
"2020-01-02","09:44:18.312945","AAPL",297.26
"2020-01-02","09:44:18.312979","AAPL",297.26
"2020-01-02","09:44:18.313000","AAPL",297.26
"2020-01-02","09:44:18.313022","AAPL",297.26
"2020-01-02","09:44:18.417612","AAPL",297.2566
"2020-01-02","09:44:18.418010","AAPL",297.26
"2020-01-02","09:44:18.418061","AAPL",297.26
"2020-01-02","09:44:18.418072","AAPL",297.26
"2020-01-02","09:44:18.418074","AAPL",297.26
"2020-01-02","09:44:18.418437","AAPL",297.26
"2020-01-02","09:44:18.418473","AAPL",297.26
"2020-01-02","09:44:18.423847","AAPL",297.28
"2020-01-02","09:44:18.424447","AAPL",297.26
"2020-01-02","09:44:18.424484","AAPL",297.26
"2020-01-02","09:44:18.476461","AAPL",297.2879
"2020-01-02","09:44:18.719405","AAPL",297.26
"2020-01-02","09:44:18.719422","AAPL",297.26
"2020-01-02","09:44:18.719865","AAPL",297.26
"2020-01-02","09:44:18.720377","AAPL",297.26
"2020-01-02","09:44:19.056674","AAPL",297.253
"2020-01-02","09:44:19.224018","AAPL",297.2728
"2020-01-02","09:44:19.258516","AAPL",297.2761
"2020-01-02","09:44:19.370734","AAPL",297.2747
"2020-01-02","09:44:19.559556","AAPL",297.2747
"2020-01-02","09:44:19.563116","AAPL",297.275
"2020-01-02","09:44:19.690791","AAPL",297.2899
"2020-01-02","09:44:19.872703","AAPL",297.28
"2020-01-02","09:44:19.873099","AAPL",297.29
"2020-01-02","09:44:19.873220","AAPL",297.29
"2020-01-02","09:44:19.873221","AAPL",297.27
"2020-01-02","09:44:19.873224","AAPL",297.29
"2020-01-02","09:44:19.873228","AAPL",297.29
"2020-01-02","09:44:19.873232","AAPL",297.29
"2020-01-02","09:44:19.878594","AAPL",297.3
"2020-01-02","09:44:19.903848","AAPL",297.31
"2020-01-02","09:44:20.284239","AAPL",297.3328
"2020-01-02","09:44:20.337825","AAPL",297.34
"2020-01-02","09:44:20.337829","AAPL",297.35
"2020-01-02","09:44:20.337832","AAPL",297.35
"2020-01-02","09:44:20.338402","AAPL",297.34
"2020-01-02","09:44:20.338412","AAPL",297.31
"2020-01-02","09:44:20.338531","AAPL",297.31
"2020-01-02","09:44:20.338629","AAPL",297.31
"2020-01-02","09:44:20.354694","AAPL",297.35
"2020-01-02","09:44:20.503957","AAPL",297.35
"2020-01-02","09:44:20.531588","AAPL",297.3588
"2020-01-02","09:44:20.584882","AAPL",297.34
"2020-01-02","09:44:20.584897","AAPL",297.34
"2020-01-02","09:44:20.585178","AAPL",297.34
"2020-01-02","09:44:20.585218","AAPL",297.34
"2020-01-02","09:44:20.585509","AAPL",297.34
"2020-01-02","09:44:20.585621","AAPL",297.34
"2020-01-02","09:44:20.607704","AAPL",297.347
"2020-01-02","09:44:20.642395","AAPL",297.35
"2020-01-02","09:44:20.795118","AAPL",297.35
"2020-01-02","09:44:20.921424","AAPL",297.3542
"2020-01-02","09:44:21.059295","AAPL",297.36
"2020-01-02","09:44:21.059649","AAPL",297.36
"2020-01-02","09:44:21.059707","AAPL",297.36
"2020-01-02","09:44:21.059819","AAPL",297.38
"2020-01-02","09:44:21.059821","AAPL",297.38
"2020-01-02","09:44:21.060319","AAPL",297.37
"2020-01-02","09:44:21.060365","AAPL",297.39
"2020-01-02","09:44:21.060897","AAPL",297.39
"2020-01-02","09:44:21.060901","AAPL",297.39
"2020-01-02","09:44:21.060905","AAPL",297.39
"2020-01-02","09:44:21.061159","AAPL",297.39
"2020-01-02","09:44:21.064751","AAPL",297.39
"2020-01-02","09:44:21.077540","AAPL",297.385
"2020-01-02","09:44:21.094305","AAPL",297.37
"2020-01-02","09:44:21.277952","AAPL",297.3945
"2020-01-02","09:44:21.328543","AAPL",297.38
"2020-01-02","09:44:21.578573","AAPL",297.406
"2020-01-02","09:44:21.627649","AAPL",297.4
"2020-01-02","09:44:21.810228","AAPL",297.41
"2020-01-02","09:44:21.860181","AAPL",297.41
"2020-01-02","09:44:22.077728","AAPL",297.41
"2020-01-02","09:44:22.082547","AAPL",297.4
"2020-01-02","09:44:22.247965","AAPL",297.4195
"2020-01-02","09:44:22.256483","AAPL",297.42
"2020-01-02","09:44:22.368139","AAPL",297.4054
"2020-01-02","09:44:22.374258","AAPL",297.3991
"2020-01-02","09:44:22.429379","AAPL",297.42
"2020-01-02","09:44:22.429525","AAPL",297.42
"2020-01-02","09:44:22.429659","AAPL",297.42
"2020-01-02","09:44:22.545222","AAPL",297.42
"2020-01-02","09:44:22.649082","AAPL",297.42
"2020-01-02","09:44:22.709164","AAPL",297.4125
"2020-01-02","09:44:22.945688","AAPL",297.42
"2020-01-02","09:44:22.980862","AAPL",297.43
"2020-01-02","09:44:22.980873","AAPL",297.43
"2020-01-02","09:44:22.994661","AAPL",297.43
"2020-01-02","09:44:22.994774","AAPL",297.42
"2020-01-02","09:44:22.995421","AAPL",297.4
"2020-01-02","09:44:23.061409","AAPL",297.4039
"2020-01-02","09:44:23.084313","AAPL",297.405
"2020-01-02","09:44:23.132644","AAPL",297.3971
"2020-01-02","09:44:23.553814","AAPL",297.42
"2020-01-02","09:44:23.553823","AAPL",297.42
"2020-01-02","09:44:23.553889","AAPL",297.42
"2020-01-02","09:44:23.556109","AAPL",297.42
"2020-01-02","09:44:23.622776","AAPL",297.41
"2020-01-02","09:44:23.885508","AAPL",297.4041
"2020-01-02","09:44:23.890161","AAPL",297.4
"2020-01-02","09:44:24.066666","AAPL",297.4068
"2020-01-02","09:44:24.075188","AAPL",297.4
"2020-01-02","09:44:24.076735","AAPL",297.39
"2020-01-02","09:44:24.076736","AAPL",297.39
"2020-01-02","09:44:24.076740","AAPL",297.39
"2020-01-02","09:44:24.076744","AAPL",297.39
"2020-01-02","09:44:24.076767","AAPL",297.39
"2020-01-02","09:44:24.076838","AAPL",297.4
"2020-01-02","09:44:24.076879","AAPL",297.4
"2020-01-02","09:44:24.076887","AAPL",297.39
"2020-01-02","09:44:24.076932","AAPL",297.39
"2020-01-02","09:44:24.076938","AAPL",297.39
"2020-01-02","09:44:24.077107","AAPL",297.39
"2020-01-02","09:44:24.077107","AAPL",297.39
"2020-01-02","09:44:24.077385","AAPL",297.38
"2020-01-02","09:44:24.077388","AAPL",297.38
"2020-01-02","09:44:24.082497","AAPL",297.4001
"2020-01-02","09:44:24.082636","AAPL",297.4001
"2020-01-02","09:44:24.082777","AAPL",297.4001
"2020-01-02","09:44:24.083410","AAPL",297.4001
"2020-01-02","09:44:24.083544","AAPL",297.4001
"2020-01-02","09:44:24.084856","AAPL",297.4001
"2020-01-02","09:44:24.084997","AAPL",297.4001
"2020-01-02","09:44:24.085125","AAPL",297.3721
"2020-01-02","09:44:24.092020","AAPL",297.37
"2020-01-02","09:44:24.098930","AAPL",297.39
"2020-01-02","09:44:24.098933","AAPL",297.39
"2020-01-02","09:44:24.292503","AAPL",297.38
"2020-01-02","09:44:24.863851","AAPL",297.375
"2020-01-02","09:44:24.980196","AAPL",297.36
"2020-01-02","09:44:25.057777","AAPL",297.363
"2020-01-02","09:44:25.386200","AAPL",297.3661
"2020-01-02","09:44:25.426379","AAPL",297.39
"2020-01-02","09:44:25.440031","AAPL",297.3603
"2020-01-02","09:44:25.463637","AAPL",297.382
"2020-01-02","09:44:25.507504","AAPL",297.37
"2020-01-02","09:44:25.774130","AAPL",297.3827
"2020-01-02","09:44:25.791240","AAPL",297.3685
"2020-01-02","09:44:25.811569","AAPL",297.3827
"2020-01-02","09:44:26.126894","AAPL",297.3878
"2020-01-02","09:44:26.793870","AAPL",297.3776
"2020-01-02","09:44:27.067400","AAPL",297.378
"2020-01-02","09:44:27.248381","AAPL",297.3875
"2020-01-02","09:44:27.620425","AAPL",297.38
"2020-01-02","09:44:27.620705","AAPL",297.39
"2020-01-02","09:44:27.620741","AAPL",297.39
"2020-01-02","09:44:27.620878","AAPL",297.375
"2020-01-02","09:44:27.621672","AAPL",297.39
"2020-01-02","09:44:27.621712","AAPL",297.39
"2020-01-02","09:44:27.621715","AAPL",297.39
"2020-01-02","09:44:27.621728","AAPL",297.39
"2020-01-02","09:44:27.838472","AAPL",297.3934
"2020-01-02","09:44:27.848421","AAPL",297.37
"2020-01-02","09:44:27.848905","AAPL",297.38
"2020-01-02","09:44:28.011941","AAPL",297.3965
"2020-01-02","09:44:28.141560","AAPL",297.4099
"2020-01-02","09:44:28.243454","AAPL",297.4
"2020-01-02","09:44:28.246805","AAPL",297.3861
"2020-01-02","09:44:28.390602","AAPL",297.3953
"2020-01-02","09:44:28.618753","AAPL",297.4
"2020-01-02","09:44:28.700448","AAPL",297.3802
"2020-01-02","09:44:28.738976","AAPL",297.3801
"2020-01-02","09:44:28.978862","AAPL",297.4
"2020-01-02","09:44:29.003111","AAPL",297.3954
"2020-01-02","09:44:29.008091","AAPL",297.41
"2020-01-02","09:44:29.008344","AAPL",297.41
"2020-01-02","09:44:29.008465","AAPL",297.41
"2020-01-02","09:44:29.045501","AAPL",297.3985
"2020-01-02","09:44:29.404189","AAPL",297.395
"2020-01-02","09:44:29.406343","AAPL",297.3954
"2020-01-02","09:44:29.657240","AAPL",297.41
"2020-01-02","09:44:29.657260","AAPL",297.41
"2020-01-02","09:44:29.659477","AAPL",297.41
"2020-01-02","09:44:29.660075","AAPL",297.41
"2020-01-02","09:44:29.672118","AAPL",297.383
"2020-01-02","09:44:29.721027","AAPL",297.38
"2020-01-02","09:44:29.721412","AAPL",297.38
"2020-01-02","09:44:29.830223","AAPL",297.38
"2020-01-02","09:44:29.830560","AAPL",297.38
"2020-01-02","09:44:30.151373","AAPL",297.373
"2020-01-02","09:44:30.232219","AAPL",297.3898
"2020-01-02","09:44:30.402412","AAPL",297.4
"2020-01-02","09:44:30.402556","AAPL",297.4
"2020-01-02","09:44:30.427177","AAPL",297.385
"2020-01-02","09:44:30.427302","AAPL",297.4
"2020-01-02","09:44:30.464172","AAPL",297.37
"2020-01-02","09:44:30.497849","AAPL",297.385
"2020-01-02","09:44:30.499298","AAPL",297.385
"2020-01-02","09:44:30.637784","AAPL",297.4
"2020-01-02","09:44:30.740674","AAPL",297.37
"2020-01-02","09:44:30.770363","AAPL",297.3981
"2020-01-02","09:44:30.845971","AAPL",297.39
"2020-01-02","09:44:30.995139","AAPL",297.385
"2020-01-02","09:44:31.119745","AAPL",297.385
"2020-01-02","09:44:31.152618","AAPL",297.4
"2020-01-02","09:44:31.152722","AAPL",297.4
"2020-01-02","09:44:31.364602","AAPL",297.37
"2020-01-02","09:44:31.920947","AAPL",297.39
"2020-01-02","09:44:31.922424","AAPL",297.39
"2020-01-02","09:44:32.373356","AAPL",297.38
"2020-01-02","09:44:32.373632","AAPL",297.38
"2020-01-02","09:44:32.373984","AAPL",297.38
"2020-01-02","09:44:32.429916","AAPL",297.38
"2020-01-02","09:44:32.436981","AAPL",297.3702
"2020-01-02","09:44:32.437375","AAPL",297.38
